"geneSymbol","BCK_eIF4E_RIP_2016.csv~1","JC list_4E interaction proteins.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"NOM1","BCK_eIF4E_RIP_2016.csv~1.3074",NA,NA
"NOMO1","BCK_eIF4E_RIP_2016.csv~1.3097",NA,NA
"NOMO2","BCK_eIF4E_RIP_2016.csv~1.3013",NA,NA
"NOMO3","BCK_eIF4E_RIP_2016.csv~1.3516",NA,NA
"NONO","BCK_eIF4E_RIP_2016.csv~1.2054",NA,NA
"NOP14","BCK_eIF4E_RIP_2016.csv~1.3161",NA,NA
"NOP2","BCK_eIF4E_RIP_2016.csv~1.2690",NA,NA
"NOP56","BCK_eIF4E_RIP_2016.csv~1.381",NA,NA
"NOP58","BCK_eIF4E_RIP_2016.csv~1.662",NA,NA
"NOS3","BCK_eIF4E_RIP_2016.csv~1.3491",NA,NA
"NOTCH2","BCK_eIF4E_RIP_2016.csv~1.141",NA,NA
"NOXRED1","BCK_eIF4E_RIP_2016.csv~1.3770",NA,NA
"NPC1","BCK_eIF4E_RIP_2016.csv~1.1677",NA,NA
"NPEPPS","BCK_eIF4E_RIP_2016.csv~1.1479",NA,NA
"NPHP3","BCK_eIF4E_RIP_2016.csv~1.2049",NA,NA
"NPHP4","BCK_eIF4E_RIP_2016.csv~1.1144",NA,NA
"NPIPB3","BCK_eIF4E_RIP_2016.csv~1.3846",NA,NA
"NPIPB5","BCK_eIF4E_RIP_2016.csv~1.3798",NA,NA
"NPLOC4","BCK_eIF4E_RIP_2016.csv~1.939",NA,NA
"NPPA","BCK_eIF4E_RIP_2016.csv~1.3678",NA,NA
"NPPA-AS1","BCK_eIF4E_RIP_2016.csv~1.3828",NA,NA
"NPR2","BCK_eIF4E_RIP_2016.csv~1.2504",NA,NA
"NPRL2","BCK_eIF4E_RIP_2016.csv~1.1676",NA,NA
"NPRL3","BCK_eIF4E_RIP_2016.csv~1.2851",NA,NA
"NQO2","BCK_eIF4E_RIP_2016.csv~1.2512",NA,NA
"NR1D1","BCK_eIF4E_RIP_2016.csv~1.2352",NA,NA
"NR2C1","BCK_eIF4E_RIP_2016.csv~1.167",NA,NA
"NR2C2","BCK_eIF4E_RIP_2016.csv~1.1493",NA,NA
"NR6A1","BCK_eIF4E_RIP_2016.csv~1.1940",NA,NA
"NRBP1","BCK_eIF4E_RIP_2016.csv~1.1858",NA,NA
"NRBP2","BCK_eIF4E_RIP_2016.csv~1.3077",NA,NA
"NRD1","BCK_eIF4E_RIP_2016.csv~1.682",NA,NA
"NRDE2","BCK_eIF4E_RIP_2016.csv~1.1402",NA,NA
"NRIP2","BCK_eIF4E_RIP_2016.csv~1.3425",NA,NA
"NRP2","BCK_eIF4E_RIP_2016.csv~1.3201",NA,NA
"NRSN2","BCK_eIF4E_RIP_2016.csv~1.3022",NA,NA
"NSD1","BCK_eIF4E_RIP_2016.csv~1.81",NA,NA
"NSFL1C","BCK_eIF4E_RIP_2016.csv~1.2954",NA,NA
"NSG1","BCK_eIF4E_RIP_2016.csv~1.1352",NA,NA
"NSMCE4A","BCK_eIF4E_RIP_2016.csv~1.2497",NA,NA
"NSMF","BCK_eIF4E_RIP_2016.csv~1.1253",NA,NA
"NSRP1","BCK_eIF4E_RIP_2016.csv~1.326",NA,NA
"NSUN2","BCK_eIF4E_RIP_2016.csv~1.2715",NA,NA
"NSUN5P1","BCK_eIF4E_RIP_2016.csv~1.1342",NA,NA
"NT5C2","BCK_eIF4E_RIP_2016.csv~1.304",NA,NA
"NT5C3B","BCK_eIF4E_RIP_2016.csv~1.2562",NA,NA
"NT5DC2","BCK_eIF4E_RIP_2016.csv~1.530",NA,NA
"NT5DC3","BCK_eIF4E_RIP_2016.csv~1.3559",NA,NA
"NUAK2","BCK_eIF4E_RIP_2016.csv~1.642",NA,NA
"NUB1","BCK_eIF4E_RIP_2016.csv~1.1832",NA,NA
"NUCB1","BCK_eIF4E_RIP_2016.csv~1.1332",NA,NA
"NUCB1-AS1","BCK_eIF4E_RIP_2016.csv~1.3836",NA,NA
"NUDC","BCK_eIF4E_RIP_2016.csv~1.2941",NA,NA
"NUDT17","BCK_eIF4E_RIP_2016.csv~1.3274",NA,NA
"NUGGC","BCK_eIF4E_RIP_2016.csv~1.2210",NA,NA
"NUMA1","BCK_eIF4E_RIP_2016.csv~1.2543",NA,NA
"NUMB","BCK_eIF4E_RIP_2016.csv~1.1938",NA,NA
"NUMBL","BCK_eIF4E_RIP_2016.csv~1.3509",NA,NA
"NUP107","BCK_eIF4E_RIP_2016.csv~1.155",NA,NA
"NUP133","BCK_eIF4E_RIP_2016.csv~1.424",NA,NA
"NUP153","BCK_eIF4E_RIP_2016.csv~1.109",NA,NA
"NUP160","BCK_eIF4E_RIP_2016.csv~1.220",NA,NA
"NUP188","BCK_eIF4E_RIP_2016.csv~1.2019",NA,NA
"NUP214","BCK_eIF4E_RIP_2016.csv~1.2231",NA,NA
"NUP43","BCK_eIF4E_RIP_2016.csv~1.316",NA,NA
"NUP62","BCK_eIF4E_RIP_2016.csv~1.156",NA,NA
"NUP85","BCK_eIF4E_RIP_2016.csv~1.416",NA,NA
"NUP93","BCK_eIF4E_RIP_2016.csv~1.690",NA,NA
"NUP98","BCK_eIF4E_RIP_2016.csv~1.804",NA,NA
"NXF1","BCK_eIF4E_RIP_2016.csv~1.2165",NA,NA
"NXPH4","BCK_eIF4E_RIP_2016.csv~1.1110",NA,NA
"OAS3","BCK_eIF4E_RIP_2016.csv~1.1487",NA,NA
"OAT","BCK_eIF4E_RIP_2016.csv~1.1166",NA,NA
"OAZ2","BCK_eIF4E_RIP_2016.csv~1.1180",NA,NA
"OCLM","BCK_eIF4E_RIP_2016.csv~1.3480",NA,NA
"OCLN","BCK_eIF4E_RIP_2016.csv~1.3717",NA,NA
"OCRL","BCK_eIF4E_RIP_2016.csv~1.2450",NA,NA
"ODF2","BCK_eIF4E_RIP_2016.csv~1.3085",NA,NA
"OFD1","BCK_eIF4E_RIP_2016.csv~1.1275",NA,NA
"OGDH","BCK_eIF4E_RIP_2016.csv~1.142",NA,NA
"OGFOD1","BCK_eIF4E_RIP_2016.csv~1.681",NA,NA
"OGFOD3","BCK_eIF4E_RIP_2016.csv~1.1524",NA,NA
"OGT","BCK_eIF4E_RIP_2016.csv~1.740",NA,NA
"OPTN","BCK_eIF4E_RIP_2016.csv~1.3026",NA,NA
"ORAOV1","BCK_eIF4E_RIP_2016.csv~1.3124",NA,NA
"ORC1","BCK_eIF4E_RIP_2016.csv~1.2548",NA,NA
"ORC6","BCK_eIF4E_RIP_2016.csv~1.870",NA,NA
"OS9","BCK_eIF4E_RIP_2016.csv~1.1345",NA,"MG_eIF4E_OE_DSG_2018.csv~1.283"
"OSBP","BCK_eIF4E_RIP_2016.csv~1.2507",NA,NA
"OSBPL2","BCK_eIF4E_RIP_2016.csv~1.2044",NA,NA
"OSBPL3","BCK_eIF4E_RIP_2016.csv~1.19",NA,NA
"OSBPL7","BCK_eIF4E_RIP_2016.csv~1.455",NA,NA
"OSGEP","BCK_eIF4E_RIP_2016.csv~1.2807",NA,NA
"OTUB1","BCK_eIF4E_RIP_2016.csv~1.653",NA,NA
"OTUD3","BCK_eIF4E_RIP_2016.csv~1.1569",NA,NA
"OTUD5","BCK_eIF4E_RIP_2016.csv~1.2858",NA,NA
"OTUD7B","BCK_eIF4E_RIP_2016.csv~1.2670",NA,NA
"OTX1","BCK_eIF4E_RIP_2016.csv~1.3315",NA,NA
"OVGP1","BCK_eIF4E_RIP_2016.csv~1.3564",NA,NA
"OXA1L","BCK_eIF4E_RIP_2016.csv~1.2718",NA,NA
"OXSR1","BCK_eIF4E_RIP_2016.csv~1.543",NA,NA
"P2RX1","BCK_eIF4E_RIP_2016.csv~1.2376",NA,NA
"P2RX4","BCK_eIF4E_RIP_2016.csv~1.2030",NA,"MG_eIF4E_OE_DSG_2018.csv~1.279"
"P2RX5","BCK_eIF4E_RIP_2016.csv~1.3316",NA,NA
"P2RX5-TAX1BP3","BCK_eIF4E_RIP_2016.csv~1.2137",NA,NA
"P2RX7","BCK_eIF4E_RIP_2016.csv~1.2876",NA,NA
"P2RY11","BCK_eIF4E_RIP_2016.csv~1.2908",NA,NA
"P4HA2","BCK_eIF4E_RIP_2016.csv~1.711",NA,NA
"P4HB","BCK_eIF4E_RIP_2016.csv~1.741",NA,NA
"PA2G4","BCK_eIF4E_RIP_2016.csv~1.1813",NA,NA
"PAAF1","BCK_eIF4E_RIP_2016.csv~1.2630",NA,NA
"PABPC1","BCK_eIF4E_RIP_2016.csv~1.1907",NA,NA
"PABPC1L","BCK_eIF4E_RIP_2016.csv~1.2743",NA,NA
"PABPC4","BCK_eIF4E_RIP_2016.csv~1.2765",NA,NA
"PACS1","BCK_eIF4E_RIP_2016.csv~1.2309",NA,NA
"PACSIN2","BCK_eIF4E_RIP_2016.csv~1.2837",NA,NA
"PAF1","BCK_eIF4E_RIP_2016.csv~1.2490",NA,NA
"PAFAH1B1","BCK_eIF4E_RIP_2016.csv~1.518",NA,NA
"PAFAH2","BCK_eIF4E_RIP_2016.csv~1.1714",NA,NA
"PAK1","BCK_eIF4E_RIP_2016.csv~1.3574",NA,NA
"PAK2","BCK_eIF4E_RIP_2016.csv~1.121",NA,NA
"PAK4","BCK_eIF4E_RIP_2016.csv~1.2637",NA,NA
"PALD1","BCK_eIF4E_RIP_2016.csv~1.550",NA,NA
"PAN2","BCK_eIF4E_RIP_2016.csv~1.1694",NA,NA
"PANK4","BCK_eIF4E_RIP_2016.csv~1.336",NA,NA
"PANX2","BCK_eIF4E_RIP_2016.csv~1.3487",NA,NA
"PAPD7","BCK_eIF4E_RIP_2016.csv~1.2696",NA,NA
"PAPLN","BCK_eIF4E_RIP_2016.csv~1.590",NA,NA
"PAQR6","BCK_eIF4E_RIP_2016.csv~1.2949",NA,NA
"PARP1","BCK_eIF4E_RIP_2016.csv~1.1665",NA,NA
"PARP12","BCK_eIF4E_RIP_2016.csv~1.1782",NA,NA
"PARP14","BCK_eIF4E_RIP_2016.csv~1.824",NA,NA
"PARP15","BCK_eIF4E_RIP_2016.csv~1.2566",NA,NA
"PARP16","BCK_eIF4E_RIP_2016.csv~1.3528",NA,NA
"PARP2","BCK_eIF4E_RIP_2016.csv~1.1079",NA,NA
"PARP3","BCK_eIF4E_RIP_2016.csv~1.2347",NA,NA
"PARP4","BCK_eIF4E_RIP_2016.csv~1.415",NA,NA
"PARP6","BCK_eIF4E_RIP_2016.csv~1.2958",NA,NA
"PARP9","BCK_eIF4E_RIP_2016.csv~1.308",NA,NA
"PARVG","BCK_eIF4E_RIP_2016.csv~1.3646",NA,NA
"PASK","BCK_eIF4E_RIP_2016.csv~1.1127",NA,NA
"PATL1","BCK_eIF4E_RIP_2016.csv~1.2896",NA,NA
"PATL2","BCK_eIF4E_RIP_2016.csv~1.3475",NA,NA
"PAX5","BCK_eIF4E_RIP_2016.csv~1.177",NA,NA
"PAXBP1","BCK_eIF4E_RIP_2016.csv~1.925",NA,NA
"PAXIP1","BCK_eIF4E_RIP_2016.csv~1.1461",NA,NA
"PBX2","BCK_eIF4E_RIP_2016.csv~1.3180",NA,NA
"PBX4","BCK_eIF4E_RIP_2016.csv~1.2453",NA,NA
"PBXIP1","BCK_eIF4E_RIP_2016.csv~1.1699",NA,NA
"PCBP2","BCK_eIF4E_RIP_2016.csv~1.1630",NA,NA
"PCBP4","BCK_eIF4E_RIP_2016.csv~1.2195",NA,NA
"PCDHGA10","BCK_eIF4E_RIP_2016.csv~1.2627",NA,NA
"PCDHGA11","BCK_eIF4E_RIP_2016.csv~1.3482",NA,NA
"PCDHGA4","BCK_eIF4E_RIP_2016.csv~1.3242",NA,NA
"PCDHGA5","BCK_eIF4E_RIP_2016.csv~1.3653",NA,NA
"PCDHGA6","BCK_eIF4E_RIP_2016.csv~1.3778",NA,NA
"PCDHGA7","BCK_eIF4E_RIP_2016.csv~1.3504",NA,NA
"PCDHGA9","BCK_eIF4E_RIP_2016.csv~1.3515",NA,NA
"PCDHGB2","BCK_eIF4E_RIP_2016.csv~1.3264",NA,NA
"PCDHGB3","BCK_eIF4E_RIP_2016.csv~1.3594",NA,NA
"PCDHGB4","BCK_eIF4E_RIP_2016.csv~1.3549",NA,NA
"PCDHGB6","BCK_eIF4E_RIP_2016.csv~1.3728",NA,NA
"PCDHGB7","BCK_eIF4E_RIP_2016.csv~1.3632",NA,NA
"PCDHGB8P","BCK_eIF4E_RIP_2016.csv~1.3527",NA,NA
"PCDHGC4","BCK_eIF4E_RIP_2016.csv~1.3686",NA,NA
"PCDHGC5","BCK_eIF4E_RIP_2016.csv~1.3693",NA,NA
"PCED1A","BCK_eIF4E_RIP_2016.csv~1.819",NA,NA
"PCF11","BCK_eIF4E_RIP_2016.csv~1.387",NA,NA
"PCGF2","BCK_eIF4E_RIP_2016.csv~1.3558",NA,NA
"PCGF3","BCK_eIF4E_RIP_2016.csv~1.1841",NA,NA
"PCID2","BCK_eIF4E_RIP_2016.csv~1.581",NA,NA
"PCIF1","BCK_eIF4E_RIP_2016.csv~1.1211",NA,NA
"PCK1","BCK_eIF4E_RIP_2016.csv~1.3681",NA,NA
"PCK2","BCK_eIF4E_RIP_2016.csv~1.2078",NA,NA
"PCNT","BCK_eIF4E_RIP_2016.csv~1.2955",NA,"MG_eIF4E_OE_DSG_2018.csv~1.47"
"PCOLCE","BCK_eIF4E_RIP_2016.csv~1.3595",NA,NA
"PCSK4","BCK_eIF4E_RIP_2016.csv~1.2808",NA,NA
"PCSK7","BCK_eIF4E_RIP_2016.csv~1.700",NA,NA
"PCYOX1L","BCK_eIF4E_RIP_2016.csv~1.2607",NA,NA
"PDAP1","BCK_eIF4E_RIP_2016.csv~1.2015",NA,NA
"PDCD11","BCK_eIF4E_RIP_2016.csv~1.1733",NA,NA
"PDCD4-AS1","BCK_eIF4E_RIP_2016.csv~1.2866",NA,NA
"PDCD7","BCK_eIF4E_RIP_2016.csv~1.2552",NA,NA
"PDDC1","BCK_eIF4E_RIP_2016.csv~1.1924",NA,NA
"PDE1B","BCK_eIF4E_RIP_2016.csv~1.3244",NA,NA
"PDE4DIP","BCK_eIF4E_RIP_2016.csv~1.978",NA,NA
"PDE8A","BCK_eIF4E_RIP_2016.csv~1.671",NA,NA
"PDE9A","BCK_eIF4E_RIP_2016.csv~1.3555",NA,NA
"PDHA1","BCK_eIF4E_RIP_2016.csv~1.2944",NA,NA
"PDHB","BCK_eIF4E_RIP_2016.csv~1.883",NA,NA
"PDIA4","BCK_eIF4E_RIP_2016.csv~1.506",NA,NA
"PDIA5","BCK_eIF4E_RIP_2016.csv~1.3076",NA,NA
"PDIA6","BCK_eIF4E_RIP_2016.csv~1.296",NA,NA
"PDK2","BCK_eIF4E_RIP_2016.csv~1.2976",NA,NA
"PDLIM1","BCK_eIF4E_RIP_2016.csv~1.1170",NA,NA
"PDLIM7","BCK_eIF4E_RIP_2016.csv~1.2793",NA,NA
"PDPK1","BCK_eIF4E_RIP_2016.csv~1.2993",NA,NA
"PDPR","BCK_eIF4E_RIP_2016.csv~1.2382",NA,NA
"PDXDC1","BCK_eIF4E_RIP_2016.csv~1.2407",NA,NA
"PDXDC2P","BCK_eIF4E_RIP_2016.csv~1.2850",NA,NA
"PDXK","BCK_eIF4E_RIP_2016.csv~1.2048",NA,NA
"PDZRN3","BCK_eIF4E_RIP_2016.csv~1.3095",NA,NA
"PEA15","BCK_eIF4E_RIP_2016.csv~1.1298",NA,NA
"PEAK1","BCK_eIF4E_RIP_2016.csv~1.2618",NA,NA
"PELP1","BCK_eIF4E_RIP_2016.csv~1.1076",NA,NA
"PER1","BCK_eIF4E_RIP_2016.csv~1.1096",NA,NA
"PER2","BCK_eIF4E_RIP_2016.csv~1.2893",NA,NA
"PER3","BCK_eIF4E_RIP_2016.csv~1.3166",NA,NA
"PES1","BCK_eIF4E_RIP_2016.csv~1.317",NA,NA
"PEX1","BCK_eIF4E_RIP_2016.csv~1.552",NA,NA
"PEX5","BCK_eIF4E_RIP_2016.csv~1.1019",NA,NA
"PFKFB2","BCK_eIF4E_RIP_2016.csv~1.2147",NA,NA
"PFKFB3","BCK_eIF4E_RIP_2016.csv~1.28",NA,NA
"PFKL","BCK_eIF4E_RIP_2016.csv~1.470",NA,NA
"PFKM","BCK_eIF4E_RIP_2016.csv~1.2229",NA,NA
"PFKP","BCK_eIF4E_RIP_2016.csv~1.37",NA,NA
"PFN1P2","BCK_eIF4E_RIP_2016.csv~1.3438",NA,NA
"PGAP2","BCK_eIF4E_RIP_2016.csv~1.1649",NA,"MG_eIF4E_OE_DSG_2018.csv~1.308"
"PGAP3","BCK_eIF4E_RIP_2016.csv~1.1485",NA,NA
"PGBD2","BCK_eIF4E_RIP_2016.csv~1.2162",NA,NA
"PGD","BCK_eIF4E_RIP_2016.csv~1.2557",NA,NA
"PHACTR4","BCK_eIF4E_RIP_2016.csv~1.2988",NA,NA
"PHC1","BCK_eIF4E_RIP_2016.csv~1.3462",NA,NA
"PHF1","BCK_eIF4E_RIP_2016.csv~1.1035",NA,NA
"PHF10","BCK_eIF4E_RIP_2016.csv~1.2266",NA,NA
"PHF11","BCK_eIF4E_RIP_2016.csv~1.166",NA,NA
"PHF12","BCK_eIF4E_RIP_2016.csv~1.2917",NA,NA
"PHF19","BCK_eIF4E_RIP_2016.csv~1.1984",NA,NA
"PHF2","BCK_eIF4E_RIP_2016.csv~1.2909",NA,NA
"PHF20","BCK_eIF4E_RIP_2016.csv~1.64",NA,NA
"PHF21A","BCK_eIF4E_RIP_2016.csv~1.891",NA,NA
"PHF21B","BCK_eIF4E_RIP_2016.csv~1.3723",NA,NA
"PHF7","BCK_eIF4E_RIP_2016.csv~1.1663",NA,NA
"PHF8","BCK_eIF4E_RIP_2016.csv~1.2729",NA,NA
"PHKA2","BCK_eIF4E_RIP_2016.csv~1.2588",NA,NA
"PHKG2","BCK_eIF4E_RIP_2016.csv~1.2098",NA,NA
"PHLDB3","BCK_eIF4E_RIP_2016.csv~1.2014",NA,NA
"PHLPP1","BCK_eIF4E_RIP_2016.csv~1.790",NA,NA
"PHLPP2","BCK_eIF4E_RIP_2016.csv~1.1509",NA,NA
"PHRF1","BCK_eIF4E_RIP_2016.csv~1.1405",NA,NA
"PHTF1","BCK_eIF4E_RIP_2016.csv~1.493",NA,NA
"PHYHD1","BCK_eIF4E_RIP_2016.csv~1.1280",NA,NA
"PHYKPL","BCK_eIF4E_RIP_2016.csv~1.1135",NA,NA
"PI4KA","BCK_eIF4E_RIP_2016.csv~1.1436",NA,"MG_eIF4E_OE_DSG_2018.csv~1.418"
"PI4KAP1","BCK_eIF4E_RIP_2016.csv~1.3727",NA,NA
"PI4KAP2","BCK_eIF4E_RIP_2016.csv~1.3472",NA,NA
"PI4KB","BCK_eIF4E_RIP_2016.csv~1.710",NA,NA
"PIAS3","BCK_eIF4E_RIP_2016.csv~1.3312",NA,NA
"PICK1","BCK_eIF4E_RIP_2016.csv~1.763",NA,NA
"PIEZO1","BCK_eIF4E_RIP_2016.csv~1.724",NA,NA
"PIF1","BCK_eIF4E_RIP_2016.csv~1.2809",NA,NA
"PIGG","BCK_eIF4E_RIP_2016.csv~1.629",NA,NA
"PIGL","BCK_eIF4E_RIP_2016.csv~1.520",NA,NA
"PIGO","BCK_eIF4E_RIP_2016.csv~1.51",NA,NA
"PIGQ","BCK_eIF4E_RIP_2016.csv~1.756",NA,NA
"PIGS","BCK_eIF4E_RIP_2016.csv~1.2686",NA,NA
"PIGT","BCK_eIF4E_RIP_2016.csv~1.2370",NA,NA
"PIGU","BCK_eIF4E_RIP_2016.csv~1.2537",NA,NA
"PIH1D1","BCK_eIF4E_RIP_2016.csv~1.151",NA,NA
"PIK3AP1","BCK_eIF4E_RIP_2016.csv~1.59",NA,NA
"PIK3C2B","BCK_eIF4E_RIP_2016.csv~1.2203",NA,NA
"PIK3CB","BCK_eIF4E_RIP_2016.csv~1.232",NA,NA
"PIK3CD","BCK_eIF4E_RIP_2016.csv~1.148",NA,NA
"PILRB","BCK_eIF4E_RIP_2016.csv~1.3390",NA,NA
"PINK1-AS","BCK_eIF4E_RIP_2016.csv~1.3263",NA,NA
"PIP4K2A","BCK_eIF4E_RIP_2016.csv~1.1644",NA,NA
"PIP4K2B","BCK_eIF4E_RIP_2016.csv~1.2559",NA,NA
"PIP4K2C","BCK_eIF4E_RIP_2016.csv~1.2848",NA,NA
"PIP5K1A","BCK_eIF4E_RIP_2016.csv~1.566",NA,NA
"PISD","BCK_eIF4E_RIP_2016.csv~1.79",NA,NA
"PITHD1","BCK_eIF4E_RIP_2016.csv~1.1856",NA,NA
"PITPNA","BCK_eIF4E_RIP_2016.csv~1.2804",NA,NA
"PITPNM1","BCK_eIF4E_RIP_2016.csv~1.762",NA,NA
"PITPNM2","BCK_eIF4E_RIP_2016.csv~1.1288",NA,NA
"PITPNM3","BCK_eIF4E_RIP_2016.csv~1.3851",NA,NA
"PITRM1","BCK_eIF4E_RIP_2016.csv~1.1120",NA,NA
"PITRM1-AS1","BCK_eIF4E_RIP_2016.csv~1.1483",NA,NA
"PJA1","BCK_eIF4E_RIP_2016.csv~1.3297",NA,NA
"PKD1","BCK_eIF4E_RIP_2016.csv~1.926",NA,NA
"PKN1","BCK_eIF4E_RIP_2016.csv~1.461",NA,NA
"PKN3","BCK_eIF4E_RIP_2016.csv~1.1182",NA,NA
"PKNOX1","BCK_eIF4E_RIP_2016.csv~1.1591",NA,NA
"PKP4","BCK_eIF4E_RIP_2016.csv~1.2676",NA,NA
"PLA2G6","BCK_eIF4E_RIP_2016.csv~1.77",NA,NA
"PLAU","BCK_eIF4E_RIP_2016.csv~1.3650",NA,NA
"PLBD2","BCK_eIF4E_RIP_2016.csv~1.3160",NA,NA
"PLCB2","BCK_eIF4E_RIP_2016.csv~1.3432",NA,NA
"PLCD4","BCK_eIF4E_RIP_2016.csv~1.3634",NA,NA
"PLCG1","BCK_eIF4E_RIP_2016.csv~1.2106",NA,NA
"PLCG2","BCK_eIF4E_RIP_2016.csv~1.914",NA,NA
"PLD2","BCK_eIF4E_RIP_2016.csv~1.2685",NA,NA
"PLD3","BCK_eIF4E_RIP_2016.csv~1.2860",NA,NA
"PLD6","BCK_eIF4E_RIP_2016.csv~1.2868",NA,NA
"PLEC","BCK_eIF4E_RIP_2016.csv~1.85",NA,NA
"PLEKHA2","BCK_eIF4E_RIP_2016.csv~1.830",NA,NA
"PLEKHA7","BCK_eIF4E_RIP_2016.csv~1.3561",NA,NA
"PLEKHB1","BCK_eIF4E_RIP_2016.csv~1.3521",NA,NA
"PLEKHG1","BCK_eIF4E_RIP_2016.csv~1.274",NA,NA
"PLEKHG2","BCK_eIF4E_RIP_2016.csv~1.1757",NA,NA
"PLEKHM1","BCK_eIF4E_RIP_2016.csv~1.867",NA,NA
"PLEKHM1P","BCK_eIF4E_RIP_2016.csv~1.1718",NA,NA
"PLEKHM2","BCK_eIF4E_RIP_2016.csv~1.878",NA,NA
"PLEKHO1","BCK_eIF4E_RIP_2016.csv~1.2752",NA,NA
"PLEKHO2","BCK_eIF4E_RIP_2016.csv~1.1107",NA,NA
"PLIN4","BCK_eIF4E_RIP_2016.csv~1.2843",NA,NA
"PLK1","BCK_eIF4E_RIP_2016.csv~1.874",NA,NA
"PLOD1","BCK_eIF4E_RIP_2016.csv~1.255",NA,NA
"PLOD3","BCK_eIF4E_RIP_2016.csv~1.2123",NA,NA
"PLXNA1","BCK_eIF4E_RIP_2016.csv~1.945",NA,NA
"PLXNA3","BCK_eIF4E_RIP_2016.csv~1.2247",NA,NA
"PLXNB2","BCK_eIF4E_RIP_2016.csv~1.643",NA,NA
"PLXND1","BCK_eIF4E_RIP_2016.csv~1.2496",NA,NA
"PMEL","BCK_eIF4E_RIP_2016.csv~1.3402",NA,NA
"PML","BCK_eIF4E_RIP_2016.csv~1.2419","JC list_4E interaction proteins.csv~1.79;JC list_4E interaction proteins.csv~1.82;JC list_4E interaction proteins.csv~1.83;JC list_4E interaction proteins.csv~1.84;JC list_4E interaction proteins.csv~1.86;JC list_4E interaction proteins.csv~1.109",NA
"PMM1","BCK_eIF4E_RIP_2016.csv~1.1758",NA,NA
"PMM2","BCK_eIF4E_RIP_2016.csv~1.1074",NA,NA
"PMPCA","BCK_eIF4E_RIP_2016.csv~1.2252",NA,NA
"PMS2","BCK_eIF4E_RIP_2016.csv~1.468",NA,NA
"PMS2CL","BCK_eIF4E_RIP_2016.csv~1.3151",NA,NA
"PMS2P3","BCK_eIF4E_RIP_2016.csv~1.2119",NA,NA
"PMS2P9","BCK_eIF4E_RIP_2016.csv~1.3296",NA,NA
"PNISR","BCK_eIF4E_RIP_2016.csv~1.6",NA,NA
"PNKP","BCK_eIF4E_RIP_2016.csv~1.1401",NA,NA
"PNN","BCK_eIF4E_RIP_2016.csv~1.2325",NA,NA
"PNPLA7","BCK_eIF4E_RIP_2016.csv~1.688",NA,NA
"PNPO","BCK_eIF4E_RIP_2016.csv~1.1126",NA,NA
"PODXL","BCK_eIF4E_RIP_2016.csv~1.1503",NA,NA
"POFUT2","BCK_eIF4E_RIP_2016.csv~1.2457",NA,NA
"POGZ","BCK_eIF4E_RIP_2016.csv~1.2300",NA,NA
"POLA2","BCK_eIF4E_RIP_2016.csv~1.1361",NA,NA
"POLD2","BCK_eIF4E_RIP_2016.csv~1.646",NA,NA
"POLDIP2","BCK_eIF4E_RIP_2016.csv~1.757",NA,NA
"POLDIP3","BCK_eIF4E_RIP_2016.csv~1.548",NA,NA
"POLE","BCK_eIF4E_RIP_2016.csv~1.933",NA,NA
"POLG","BCK_eIF4E_RIP_2016.csv~1.1034",NA,NA
"POLG2","BCK_eIF4E_RIP_2016.csv~1.2525",NA,NA
"POLH","BCK_eIF4E_RIP_2016.csv~1.469",NA,NA
"POLL","BCK_eIF4E_RIP_2016.csv~1.466",NA,"MG_eIF4E_OE_DSG_2018.csv~1.136"
"POLM","BCK_eIF4E_RIP_2016.csv~1.337",NA,NA
"POLQ","BCK_eIF4E_RIP_2016.csv~1.321",NA,NA
"POLR1A","BCK_eIF4E_RIP_2016.csv~1.1291",NA,NA
"POLR1B","BCK_eIF4E_RIP_2016.csv~1.365",NA,NA
"POLR2C","BCK_eIF4E_RIP_2016.csv~1.723",NA,NA
"POLR2J4","BCK_eIF4E_RIP_2016.csv~1.1777",NA,NA
"POLR3A","BCK_eIF4E_RIP_2016.csv~1.1625",NA,NA
"POLR3D","BCK_eIF4E_RIP_2016.csv~1.2959",NA,NA
"POLR3E","BCK_eIF4E_RIP_2016.csv~1.218",NA,NA
"POLR3GL","BCK_eIF4E_RIP_2016.csv~1.758",NA,NA
"POM121","BCK_eIF4E_RIP_2016.csv~1.1829",NA,NA
"POM121C","BCK_eIF4E_RIP_2016.csv~1.2573",NA,NA
"POM121L1P","BCK_eIF4E_RIP_2016.csv~1.3715",NA,NA
"POMGNT1","BCK_eIF4E_RIP_2016.csv~1.1472",NA,NA
"POMT1","BCK_eIF4E_RIP_2016.csv~1.2575",NA,NA
"POMT2","BCK_eIF4E_RIP_2016.csv~1.3198",NA,NA
"POP1","BCK_eIF4E_RIP_2016.csv~1.352",NA,NA
"POTEE","BCK_eIF4E_RIP_2016.csv~1.3501",NA,NA
"POTEF","BCK_eIF4E_RIP_2016.csv~1.3176",NA,NA
"POU2AF1","BCK_eIF4E_RIP_2016.csv~1.277",NA,NA
"POU2F1","BCK_eIF4E_RIP_2016.csv~1.73",NA,NA
"POU2F2","BCK_eIF4E_RIP_2016.csv~1.3325",NA,NA
"POU4F1","BCK_eIF4E_RIP_2016.csv~1.2097",NA,NA
"PPARA","BCK_eIF4E_RIP_2016.csv~1.1936",NA,NA
