"geneSymbol","BCK_eIF4E_RIP_2016.csv~1","JC list_4E interaction proteins.csv~1","MG_eIF4E_OE_DSG_2018.csv~1"
"VAMP1","BCK_eIF4E_RIP_2016.csv~1.1265",NA,"MG_eIF4E_OE_DSG_2018.csv~1.164"
"VAMP2","BCK_eIF4E_RIP_2016.csv~1.2890",NA,NA
"VANGL2","BCK_eIF4E_RIP_2016.csv~1.3750",NA,NA
"VARS","BCK_eIF4E_RIP_2016.csv~1.223",NA,NA
"VARS2","BCK_eIF4E_RIP_2016.csv~1.532",NA,NA
"VASH1","BCK_eIF4E_RIP_2016.csv~1.3286",NA,NA
"VASN","BCK_eIF4E_RIP_2016.csv~1.3485",NA,NA
"VAV2","BCK_eIF4E_RIP_2016.csv~1.3736",NA,NA
"VCL","BCK_eIF4E_RIP_2016.csv~1.1828",NA,NA
"VDR","BCK_eIF4E_RIP_2016.csv~1.3463",NA,NA
"VEGFA","BCK_eIF4E_RIP_2016.csv~1.2360",NA,NA
"VHL","BCK_eIF4E_RIP_2016.csv~1.1227",NA,NA
"VLDLR","BCK_eIF4E_RIP_2016.csv~1.899",NA,NA
"VPRBP","BCK_eIF4E_RIP_2016.csv~1.2695",NA,NA
"VPS11","BCK_eIF4E_RIP_2016.csv~1.536",NA,NA
"VPS13D","BCK_eIF4E_RIP_2016.csv~1.2168",NA,NA
"VPS26B","BCK_eIF4E_RIP_2016.csv~1.2185",NA,NA
"VPS33A","BCK_eIF4E_RIP_2016.csv~1.1407",NA,NA
"VPS33B","BCK_eIF4E_RIP_2016.csv~1.692",NA,NA
"VPS39","BCK_eIF4E_RIP_2016.csv~1.3028",NA,NA
"VPS4A","BCK_eIF4E_RIP_2016.csv~1.2051",NA,NA
"VPS52","BCK_eIF4E_RIP_2016.csv~1.1027",NA,NA
"VPS53","BCK_eIF4E_RIP_2016.csv~1.2990",NA,NA
"VPS9D1-AS1","BCK_eIF4E_RIP_2016.csv~1.2818",NA,NA
"VRK3","BCK_eIF4E_RIP_2016.csv~1.808",NA,NA
"VSIG10L","BCK_eIF4E_RIP_2016.csv~1.3673",NA,NA
"VTI1A","BCK_eIF4E_RIP_2016.csv~1.229",NA,NA
"VWCE","BCK_eIF4E_RIP_2016.csv~1.3287",NA,NA
"WAC-AS1","BCK_eIF4E_RIP_2016.csv~1.1134",NA,NA
"WARS","BCK_eIF4E_RIP_2016.csv~1.1857",NA,NA
"WAS","BCK_eIF4E_RIP_2016.csv~1.2623",NA,NA
"WASF2","BCK_eIF4E_RIP_2016.csv~1.3000",NA,NA
"WASH2P","BCK_eIF4E_RIP_2016.csv~1.3761",NA,NA
"WASH3P","BCK_eIF4E_RIP_2016.csv~1.3360",NA,NA
"WBP2","BCK_eIF4E_RIP_2016.csv~1.3142",NA,NA
"WBSCR22","BCK_eIF4E_RIP_2016.csv~1.2211",NA,NA
"WDFY2","BCK_eIF4E_RIP_2016.csv~1.2825",NA,NA
"WDFY4","BCK_eIF4E_RIP_2016.csv~1.42",NA,NA
"WDR1","BCK_eIF4E_RIP_2016.csv~1.942",NA,NA
"WDR13","BCK_eIF4E_RIP_2016.csv~1.703",NA,NA
"WDR19","BCK_eIF4E_RIP_2016.csv~1.132",NA,NA
"WDR27","BCK_eIF4E_RIP_2016.csv~1.2154",NA,NA
"WDR31","BCK_eIF4E_RIP_2016.csv~1.3552",NA,NA
"WDR37","BCK_eIF4E_RIP_2016.csv~1.2296",NA,NA
"WDR4","BCK_eIF4E_RIP_2016.csv~1.285",NA,NA
"WDR45B","BCK_eIF4E_RIP_2016.csv~1.2361",NA,NA
"WDR5","BCK_eIF4E_RIP_2016.csv~1.1438",NA,NA
"WDR52","BCK_eIF4E_RIP_2016.csv~1.208",NA,NA
"WDR54","BCK_eIF4E_RIP_2016.csv~1.2340",NA,NA
"WDR55","BCK_eIF4E_RIP_2016.csv~1.991",NA,NA
"WDR59","BCK_eIF4E_RIP_2016.csv~1.2381",NA,NA
"WDR60","BCK_eIF4E_RIP_2016.csv~1.2772",NA,NA
"WDR62","BCK_eIF4E_RIP_2016.csv~1.1017",NA,NA
"WDR66","BCK_eIF4E_RIP_2016.csv~1.2317",NA,NA
"WDR73","BCK_eIF4E_RIP_2016.csv~1.1592",NA,NA
"WDR77","BCK_eIF4E_RIP_2016.csv~1.206",NA,NA
"WDR82","BCK_eIF4E_RIP_2016.csv~1.620",NA,NA
"WDR91","BCK_eIF4E_RIP_2016.csv~1.2703",NA,NA
"WDTC1","BCK_eIF4E_RIP_2016.csv~1.780",NA,NA
"WHAMM","BCK_eIF4E_RIP_2016.csv~1.2857",NA,NA
"WHSC1","BCK_eIF4E_RIP_2016.csv~1.1815",NA,NA
"WHSC1L1","BCK_eIF4E_RIP_2016.csv~1.932",NA,NA
"WIPF1","BCK_eIF4E_RIP_2016.csv~1.861",NA,NA
"WIPF2","BCK_eIF4E_RIP_2016.csv~1.3216",NA,NA
"WIPI1","BCK_eIF4E_RIP_2016.csv~1.1467",NA,NA
"WIPI2","BCK_eIF4E_RIP_2016.csv~1.475",NA,NA
"WIZ","BCK_eIF4E_RIP_2016.csv~1.3382",NA,NA
"WNK1","BCK_eIF4E_RIP_2016.csv~1.832",NA,NA
"WNT10A","BCK_eIF4E_RIP_2016.csv~1.314",NA,NA
"WNT10B","BCK_eIF4E_RIP_2016.csv~1.3840",NA,NA
"WNT3","BCK_eIF4E_RIP_2016.csv~1.866",NA,NA
"WNT6","BCK_eIF4E_RIP_2016.csv~1.3575",NA,NA
"WRAP73","BCK_eIF4E_RIP_2016.csv~1.1388",NA,NA
"WSB1","BCK_eIF4E_RIP_2016.csv~1.459",NA,NA
"WWC1","BCK_eIF4E_RIP_2016.csv~1.3436",NA,NA
"WWC3","BCK_eIF4E_RIP_2016.csv~1.2805",NA,NA
"WWP2","BCK_eIF4E_RIP_2016.csv~1.917",NA,NA
"XAF1","BCK_eIF4E_RIP_2016.csv~1.3104",NA,NA
"XPC","BCK_eIF4E_RIP_2016.csv~1.2336",NA,NA
"XPNPEP1","BCK_eIF4E_RIP_2016.csv~1.638",NA,"MG_eIF4E_OE_DSG_2018.csv~1.87"
"XPNPEP3","BCK_eIF4E_RIP_2016.csv~1.967",NA,NA
"XPO5","BCK_eIF4E_RIP_2016.csv~1.2104",NA,NA
"XPO6","BCK_eIF4E_RIP_2016.csv~1.1707",NA,NA
"XPO7","BCK_eIF4E_RIP_2016.csv~1.1669",NA,NA
"XRCC1","BCK_eIF4E_RIP_2016.csv~1.1530",NA,NA
"XRCC2","BCK_eIF4E_RIP_2016.csv~1.1075",NA,NA
"XRCC3","BCK_eIF4E_RIP_2016.csv~1.1664",NA,NA
"XRRA1","BCK_eIF4E_RIP_2016.csv~1.570",NA,"MG_eIF4E_OE_DSG_2018.csv~1.354;MG_eIF4E_OE_DSG_2018.csv~1.355"
"XYLB","BCK_eIF4E_RIP_2016.csv~1.443",NA,NA
"XYLT1","BCK_eIF4E_RIP_2016.csv~1.83",NA,NA
"YARS","BCK_eIF4E_RIP_2016.csv~1.2398",NA,NA
"YBX3","BCK_eIF4E_RIP_2016.csv~1.3088",NA,NA
"YEATS2","BCK_eIF4E_RIP_2016.csv~1.1489",NA,NA
"YIPF2","BCK_eIF4E_RIP_2016.csv~1.484",NA,NA
"YIPF3","BCK_eIF4E_RIP_2016.csv~1.2429",NA,NA
"YJEFN3","BCK_eIF4E_RIP_2016.csv~1.3498",NA,NA
"YKT6","BCK_eIF4E_RIP_2016.csv~1.1667",NA,NA
"YLPM1","BCK_eIF4E_RIP_2016.csv~1.1887",NA,NA
"YPEL1","BCK_eIF4E_RIP_2016.csv~1.2152",NA,NA
"YTHDF1","BCK_eIF4E_RIP_2016.csv~1.876",NA,NA
"YY1AP1","BCK_eIF4E_RIP_2016.csv~1.578",NA,NA
"YY2","BCK_eIF4E_RIP_2016.csv~1.3571",NA,NA
"ZBED4","BCK_eIF4E_RIP_2016.csv~1.2357",NA,NA
"ZBTB17","BCK_eIF4E_RIP_2016.csv~1.184",NA,NA
"ZBTB2","BCK_eIF4E_RIP_2016.csv~1.1269",NA,NA
"ZBTB4","BCK_eIF4E_RIP_2016.csv~1.2330",NA,NA
"ZBTB40","BCK_eIF4E_RIP_2016.csv~1.2835",NA,NA
"ZBTB7A","BCK_eIF4E_RIP_2016.csv~1.3437",NA,NA
"ZC3H11A","BCK_eIF4E_RIP_2016.csv~1.486",NA,"MG_eIF4E_OE_DSG_2018.csv~1.61"
"ZC3H13","BCK_eIF4E_RIP_2016.csv~1.1000",NA,NA
"ZC3H14","BCK_eIF4E_RIP_2016.csv~1.510",NA,NA
"ZC3H18","BCK_eIF4E_RIP_2016.csv~1.3215",NA,NA
"ZC3H4","BCK_eIF4E_RIP_2016.csv~1.2796",NA,NA
"ZC3H7A","BCK_eIF4E_RIP_2016.csv~1.936",NA,NA
"ZC3H7B","BCK_eIF4E_RIP_2016.csv~1.2659",NA,NA
"ZCCHC11","BCK_eIF4E_RIP_2016.csv~1.250",NA,NA
"ZCCHC14","BCK_eIF4E_RIP_2016.csv~1.2367",NA,NA
"ZCCHC2","BCK_eIF4E_RIP_2016.csv~1.615",NA,NA
"ZCWPW1","BCK_eIF4E_RIP_2016.csv~1.3323",NA,NA
"ZDHHC18","BCK_eIF4E_RIP_2016.csv~1.1969",NA,NA
"ZDHHC3","BCK_eIF4E_RIP_2016.csv~1.1323",NA,NA
"ZDHHC5","BCK_eIF4E_RIP_2016.csv~1.731",NA,NA
"ZDHHC6","BCK_eIF4E_RIP_2016.csv~1.173",NA,NA
"ZDHHC7","BCK_eIF4E_RIP_2016.csv~1.2661",NA,NA
"ZDHHC8","BCK_eIF4E_RIP_2016.csv~1.3233",NA,NA
"ZDHHC9","BCK_eIF4E_RIP_2016.csv~1.203",NA,NA
"ZER1","BCK_eIF4E_RIP_2016.csv~1.1458",NA,NA
"ZFAND2B","BCK_eIF4E_RIP_2016.csv~1.734",NA,NA
"ZFAND3","BCK_eIF4E_RIP_2016.csv~1.3369",NA,NA
"ZFC3H1","BCK_eIF4E_RIP_2016.csv~1.480",NA,NA
"ZFHX2","BCK_eIF4E_RIP_2016.csv~1.3671",NA,NA
"ZFHX3","BCK_eIF4E_RIP_2016.csv~1.319",NA,NA
"ZFP36","BCK_eIF4E_RIP_2016.csv~1.2178",NA,NA
"ZFP36L1","BCK_eIF4E_RIP_2016.csv~1.80",NA,NA
"ZFP69B","BCK_eIF4E_RIP_2016.csv~1.981",NA,NA
"ZFR","BCK_eIF4E_RIP_2016.csv~1.82",NA,NA
"ZFYVE1","BCK_eIF4E_RIP_2016.csv~1.1234",NA,NA
"ZFYVE19","BCK_eIF4E_RIP_2016.csv~1.857",NA,NA
"ZFYVE20","BCK_eIF4E_RIP_2016.csv~1.2966",NA,NA
"ZFYVE21","BCK_eIF4E_RIP_2016.csv~1.791",NA,NA
"ZFYVE26","BCK_eIF4E_RIP_2016.csv~1.1536",NA,NA
"ZFYVE27","BCK_eIF4E_RIP_2016.csv~1.1717",NA,NA
"ZFYVE9","BCK_eIF4E_RIP_2016.csv~1.2828",NA,NA
"ZGLP1","BCK_eIF4E_RIP_2016.csv~1.3674",NA,NA
"ZGPAT","BCK_eIF4E_RIP_2016.csv~1.589",NA,NA
"ZHX2","BCK_eIF4E_RIP_2016.csv~1.975",NA,NA
"ZHX3","BCK_eIF4E_RIP_2016.csv~1.2972",NA,NA
"ZKSCAN1","BCK_eIF4E_RIP_2016.csv~1.698",NA,NA
"ZKSCAN2","BCK_eIF4E_RIP_2016.csv~1.1385",NA,NA
"ZMAT1","BCK_eIF4E_RIP_2016.csv~1.1296",NA,NA
"ZMAT2","BCK_eIF4E_RIP_2016.csv~1.3030",NA,NA
"ZMIZ1","BCK_eIF4E_RIP_2016.csv~1.3721",NA,NA
"ZMIZ2","BCK_eIF4E_RIP_2016.csv~1.2065",NA,NA
"ZMYM3","BCK_eIF4E_RIP_2016.csv~1.1321",NA,NA
"ZMYND8","BCK_eIF4E_RIP_2016.csv~1.898",NA,"MG_eIF4E_OE_DSG_2018.csv~1.224"
"ZNF12","BCK_eIF4E_RIP_2016.csv~1.970",NA,NA
"ZNF137P","BCK_eIF4E_RIP_2016.csv~1.3209",NA,NA
"ZNF142","BCK_eIF4E_RIP_2016.csv~1.2268",NA,NA
"ZNF16","BCK_eIF4E_RIP_2016.csv~1.2018",NA,NA
"ZNF182","BCK_eIF4E_RIP_2016.csv~1.431",NA,NA
"ZNF185","BCK_eIF4E_RIP_2016.csv~1.3570",NA,NA
"ZNF202","BCK_eIF4E_RIP_2016.csv~1.2134",NA,NA
"ZNF207","BCK_eIF4E_RIP_2016.csv~1.95",NA,NA
"ZNF212","BCK_eIF4E_RIP_2016.csv~1.2658",NA,NA
"ZNF23","BCK_eIF4E_RIP_2016.csv~1.1174",NA,NA
"ZNF236","BCK_eIF4E_RIP_2016.csv~1.1671",NA,NA
"ZNF251","BCK_eIF4E_RIP_2016.csv~1.1243",NA,NA
"ZNF266","BCK_eIF4E_RIP_2016.csv~1.564",NA,"MG_eIF4E_OE_DSG_2018.csv~1.368;MG_eIF4E_OE_DSG_2018.csv~1.369"
"ZNF274","BCK_eIF4E_RIP_2016.csv~1.862",NA,NA
"ZNF275","BCK_eIF4E_RIP_2016.csv~1.2585",NA,NA
"ZNF280B","BCK_eIF4E_RIP_2016.csv~1.514",NA,NA
"ZNF3","BCK_eIF4E_RIP_2016.csv~1.322",NA,NA
"ZNF316","BCK_eIF4E_RIP_2016.csv~1.3221",NA,NA
"ZNF317","BCK_eIF4E_RIP_2016.csv~1.1443",NA,NA
"ZNF318","BCK_eIF4E_RIP_2016.csv~1.2349",NA,NA
"ZNF329","BCK_eIF4E_RIP_2016.csv~1.2408",NA,NA
"ZNF331","BCK_eIF4E_RIP_2016.csv~1.1549",NA,NA
"ZNF333","BCK_eIF4E_RIP_2016.csv~1.2277",NA,NA
"ZNF335","BCK_eIF4E_RIP_2016.csv~1.921",NA,NA
"ZNF337","BCK_eIF4E_RIP_2016.csv~1.905",NA,NA
"ZNF34","BCK_eIF4E_RIP_2016.csv~1.2101",NA,NA
"ZNF341","BCK_eIF4E_RIP_2016.csv~1.3362",NA,NA
"ZNF343","BCK_eIF4E_RIP_2016.csv~1.1666",NA,NA
"ZNF346","BCK_eIF4E_RIP_2016.csv~1.1864",NA,NA
"ZNF354A","BCK_eIF4E_RIP_2016.csv~1.929",NA,NA
"ZNF362","BCK_eIF4E_RIP_2016.csv~1.3499",NA,NA
"ZNF37BP","BCK_eIF4E_RIP_2016.csv~1.118",NA,NA
"ZNF384","BCK_eIF4E_RIP_2016.csv~1.3066",NA,NA
"ZNF395","BCK_eIF4E_RIP_2016.csv~1.1085",NA,NA
"ZNF398","BCK_eIF4E_RIP_2016.csv~1.1316",NA,NA
"ZNF426","BCK_eIF4E_RIP_2016.csv~1.716",NA,NA
"ZNF428","BCK_eIF4E_RIP_2016.csv~1.2816",NA,NA
"ZNF444","BCK_eIF4E_RIP_2016.csv~1.3383",NA,NA
"ZNF445","BCK_eIF4E_RIP_2016.csv~1.2425",NA,NA
"ZNF473","BCK_eIF4E_RIP_2016.csv~1.2355",NA,NA
"ZNF496","BCK_eIF4E_RIP_2016.csv~1.1040",NA,NA
"ZNF512","BCK_eIF4E_RIP_2016.csv~1.1883",NA,NA
"ZNF512B","BCK_eIF4E_RIP_2016.csv~1.1474",NA,NA
"ZNF514","BCK_eIF4E_RIP_2016.csv~1.1749",NA,NA
"ZNF532","BCK_eIF4E_RIP_2016.csv~1.1500",NA,NA
"ZNF550","BCK_eIF4E_RIP_2016.csv~1.930",NA,NA
"ZNF554","BCK_eIF4E_RIP_2016.csv~1.3576",NA,NA
"ZNF557","BCK_eIF4E_RIP_2016.csv~1.1812",NA,NA
"ZNF558","BCK_eIF4E_RIP_2016.csv~1.2303",NA,NA
"ZNF565","BCK_eIF4E_RIP_2016.csv~1.3052",NA,NA
"ZNF575","BCK_eIF4E_RIP_2016.csv~1.3759",NA,NA
"ZNF577","BCK_eIF4E_RIP_2016.csv~1.1283",NA,NA
"ZNF579","BCK_eIF4E_RIP_2016.csv~1.3729",NA,NA
"ZNF585A","BCK_eIF4E_RIP_2016.csv~1.483",NA,NA
"ZNF585B","BCK_eIF4E_RIP_2016.csv~1.1464",NA,NA
"ZNF587","BCK_eIF4E_RIP_2016.csv~1.1613",NA,NA
"ZNF589","BCK_eIF4E_RIP_2016.csv~1.1744",NA,NA
"ZNF592","BCK_eIF4E_RIP_2016.csv~1.2100",NA,NA
"ZNF598","BCK_eIF4E_RIP_2016.csv~1.2144",NA,NA
"ZNF608","BCK_eIF4E_RIP_2016.csv~1.187",NA,NA
"ZNF609","BCK_eIF4E_RIP_2016.csv~1.2766",NA,NA
"ZNF610","BCK_eIF4E_RIP_2016.csv~1.3853",NA,NA
"ZNF618","BCK_eIF4E_RIP_2016.csv~1.3701",NA,NA
"ZNF623","BCK_eIF4E_RIP_2016.csv~1.859",NA,NA
"ZNF641","BCK_eIF4E_RIP_2016.csv~1.2702",NA,NA
"ZNF649","BCK_eIF4E_RIP_2016.csv~1.364",NA,NA
"ZNF664","BCK_eIF4E_RIP_2016.csv~1.602",NA,NA
"ZNF692","BCK_eIF4E_RIP_2016.csv~1.2628",NA,NA
"ZNF7","BCK_eIF4E_RIP_2016.csv~1.560",NA,NA
"ZNF70","BCK_eIF4E_RIP_2016.csv~1.2606",NA,NA
"ZNF710","BCK_eIF4E_RIP_2016.csv~1.2208",NA,NA
"ZNF713","BCK_eIF4E_RIP_2016.csv~1.3494",NA,NA
"ZNF738","BCK_eIF4E_RIP_2016.csv~1.268",NA,NA
"ZNF740","BCK_eIF4E_RIP_2016.csv~1.879",NA,NA
"ZNF746","BCK_eIF4E_RIP_2016.csv~1.2411",NA,NA
"ZNF76","BCK_eIF4E_RIP_2016.csv~1.2567",NA,NA
"ZNF761","BCK_eIF4E_RIP_2016.csv~1.269",NA,NA
"ZNF778","BCK_eIF4E_RIP_2016.csv~1.2649",NA,NA
"ZNF783","BCK_eIF4E_RIP_2016.csv~1.63",NA,NA
"ZNF786","BCK_eIF4E_RIP_2016.csv~1.2136",NA,NA
"ZNF793","BCK_eIF4E_RIP_2016.csv~1.449",NA,NA
"ZNF8","BCK_eIF4E_RIP_2016.csv~1.637",NA,NA
"ZNF827","BCK_eIF4E_RIP_2016.csv~1.2812",NA,NA
"ZNF83","BCK_eIF4E_RIP_2016.csv~1.197",NA,NA
"ZNF836","BCK_eIF4E_RIP_2016.csv~1.1046",NA,NA
"ZNF839","BCK_eIF4E_RIP_2016.csv~1.3102",NA,NA
"ZNF862","BCK_eIF4E_RIP_2016.csv~1.2108",NA,NA
"ZNF865","BCK_eIF4E_RIP_2016.csv~1.3164",NA,NA
"ZNFX1","BCK_eIF4E_RIP_2016.csv~1.1776",NA,NA
"ZNHIT6","BCK_eIF4E_RIP_2016.csv~1.90",NA,NA
"ZNRF3","BCK_eIF4E_RIP_2016.csv~1.3054",NA,NA
"ZRSR2","BCK_eIF4E_RIP_2016.csv~1.3366",NA,NA
"ZSCAN29","BCK_eIF4E_RIP_2016.csv~1.1373",NA,NA
"ZSWIM1","BCK_eIF4E_RIP_2016.csv~1.2906",NA,NA
"ZSWIM6","BCK_eIF4E_RIP_2016.csv~1.807",NA,NA
"ZSWIM8","BCK_eIF4E_RIP_2016.csv~1.863",NA,NA
"ZSWIM8-AS1","BCK_eIF4E_RIP_2016.csv~1.3625",NA,NA
"ZWINT","BCK_eIF4E_RIP_2016.csv~1.1811",NA,NA
"ZXDC","BCK_eIF4E_RIP_2016.csv~1.515",NA,NA
"ZYX","BCK_eIF4E_RIP_2016.csv~1.3661",NA,NA
"ZZEF1","BCK_eIF4E_RIP_2016.csv~1.2142",NA,NA
"4EBP1",NA,"JC list_4E interaction proteins.csv~1.64",NA
"CPSF3",NA,"JC list_4E interaction proteins.csv~1.72",NA
"CRM1",NA,"JC list_4E interaction proteins.csv~1.101;JC list_4E interaction proteins.csv~1.102;JC list_4E interaction proteins.csv~1.107",NA
"HHEX",NA,"JC list_4E interaction proteins.csv~1.85;JC list_4E interaction proteins.csv~1.87;JC list_4E interaction proteins.csv~1.88",NA
"Importin 8",NA,"JC list_4E interaction proteins.csv~1.94;JC list_4E interaction proteins.csv~1.95;JC list_4E interaction proteins.csv~1.96;JC list_4E interaction proteins.csv~1.103;JC list_4E interaction proteins.csv~1.104",NA
"LRPPRC",NA,"JC list_4E interaction proteins.csv~1.70;JC list_4E interaction proteins.csv~1.97;JC list_4E interaction proteins.csv~1.98;JC list_4E interaction proteins.csv~1.99;JC list_4E interaction proteins.csv~1.100;JC list_4E interaction proteins.csv~1.105;JC list_4E interaction proteins.csv~1.110",NA
"PML ",NA,"JC list_4E interaction proteins.csv~1.73;JC list_4E interaction proteins.csv~1.75;JC list_4E interaction proteins.csv~1.77",NA
"POLG_PVYN",NA,"JC list_4E interaction proteins.csv~1.92;JC list_4E interaction proteins.csv~1.93",NA
"PRP19",NA,"JC list_4E interaction proteins.csv~1.60",NA
"PRP31",NA,"JC list_4E interaction proteins.csv~1.63",NA
"PRP6",NA,"JC list_4E interaction proteins.csv~1.57",NA
"PRP8",NA,"JC list_4E interaction proteins.csv~1.58",NA
"RNMT",NA,"JC list_4E interaction proteins.csv~1.66;JC list_4E interaction proteins.csv~1.68;JC list_4E interaction proteins.csv~1.69",NA
"RNMT ",NA,"JC list_4E interaction proteins.csv~1.67",NA
"SF3B1",NA,"JC list_4E interaction proteins.csv~1.56","MG_eIF4E_OE_DSG_2018.csv~1.160"
"SnRNP200",NA,"JC list_4E interaction proteins.csv~1.62",NA
"UAP56 ",NA,"JC list_4E interaction proteins.csv~1.108",NA
"Z_LASSJ",NA,"JC list_4E interaction proteins.csv~1.89;JC list_4E interaction proteins.csv~1.90;JC list_4E interaction proteins.csv~1.91",NA
"Z_LYCVA",NA,"JC list_4E interaction proteins.csv~1.74;JC list_4E interaction proteins.csv~1.76;JC list_4E interaction proteins.csv~1.78;JC list_4E interaction proteins.csv~1.80;JC list_4E interaction proteins.csv~1.81",NA
"eIF4E",NA,"JC list_4E interaction proteins.csv~1.1;JC list_4E interaction proteins.csv~1.2;JC list_4E interaction proteins.csv~1.3;JC list_4E interaction proteins.csv~1.4;JC list_4E interaction proteins.csv~1.5;JC list_4E interaction proteins.csv~1.6;JC list_4E interaction proteins.csv~1.7;JC list_4E interaction proteins.csv~1.8;JC list_4E interaction proteins.csv~1.9;JC list_4E interaction proteins.csv~1.10;JC list_4E interaction proteins.csv~1.11;JC list_4E interaction proteins.csv~1.12;JC list_4E interaction proteins.csv~1.13;JC list_4E interaction proteins.csv~1.14;JC list_4E interaction proteins.csv~1.15;JC list_4E interaction proteins.csv~1.16;JC list_4E interaction proteins.csv~1.17;JC list_4E interaction proteins.csv~1.18;JC list_4E interaction proteins.csv~1.19;JC list_4E interaction proteins.csv~1.20;JC list_4E interaction proteins.csv~1.21;JC list_4E interaction proteins.csv~1.22;JC list_4E interaction proteins.csv~1.23;JC list_4E interaction proteins.csv~1.24;JC list_4E interaction proteins.csv~1.25;JC list_4E interaction proteins.csv~1.26;JC list_4E interaction proteins.csv~1.27;JC list_4E interaction proteins.csv~1.28;JC list_4E interaction proteins.csv~1.29;JC list_4E interaction proteins.csv~1.30;JC list_4E interaction proteins.csv~1.31;JC list_4E interaction proteins.csv~1.32;JC list_4E interaction proteins.csv~1.33;JC list_4E interaction proteins.csv~1.34;JC list_4E interaction proteins.csv~1.35;JC list_4E interaction proteins.csv~1.36;JC list_4E interaction proteins.csv~1.37;JC list_4E interaction proteins.csv~1.38;JC list_4E interaction proteins.csv~1.39;JC list_4E interaction proteins.csv~1.40;JC list_4E interaction proteins.csv~1.41;JC list_4E interaction proteins.csv~1.42;JC list_4E interaction proteins.csv~1.43;JC list_4E interaction proteins.csv~1.44;JC list_4E interaction proteins.csv~1.45;JC list_4E interaction proteins.csv~1.46;JC list_4E interaction proteins.csv~1.47;JC list_4E interaction proteins.csv~1.48;JC list_4E interaction proteins.csv~1.49;JC list_4E interaction proteins.csv~1.50;JC list_4E interaction proteins.csv~1.51;JC list_4E interaction proteins.csv~1.52;JC list_4E interaction proteins.csv~1.53;JC list_4E interaction proteins.csv~1.54;JC list_4E interaction proteins.csv~1.55",NA
"hnRNPA1",NA,"JC list_4E interaction proteins.csv~1.106",NA
"AC005394.2",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.431;MG_eIF4E_OE_DSG_2018.csv~1.432"
"ADARB1",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.51;MG_eIF4E_OE_DSG_2018.csv~1.171"
"ADGRL3",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.309"
"AFDN",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.15"
"AFTPH",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.262"
"AHI1",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.284"
"AKAP10",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.236"
"AMDHD2",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.333"
"ANP32E",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.126"
"ANXA8L1",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.424"
"APBB2",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.341"
"APC2",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.12"
"ARNTL2",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.57"
"ASNSD1",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.121"
"ASPH",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.407"
"ATG10",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.319"
"ATG4D",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.44"
"ATP10D",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.18"
"ATP2C1",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.180"
"ATP5F1C",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.353"
"BARD1",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.291"
"BCLAF1",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.2"
"BICRAL",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.246"
"BNC2",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.366"
"BOC",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.46"
"C11orf58",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.90"
"C1RL",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.294"
"CACNB4",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.386"
"CADPS2",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.205"
"CASP8",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.4"
"CCDC169",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.419"
"CCDC18",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.269"
"CCDC62",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.111"
"CCDC66",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.147"
"CCDC74A",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.23"
"CCNY",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.234"
"CD34",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.28"
"CD44",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.56"
"CDC27",NA,NA,"MG_eIF4E_OE_DSG_2018.csv~1.1;MG_eIF4E_OE_DSG_2018.csv~1.52"
